Date,FX_EURGBP,FX_GBPAUD,FX_GBPCAD,FX_GBPCHF,FX_GBPJPY,FX_GBPNZD,FX_GBPUSD,FX_NOKGBP,FX_ZARGBP,US_Stock_BKR_adj_close,US_Stock_BKR_adj_high,US_Stock_BKR_adj_low,US_Stock_BKR_adj_open,US_Stock_BKR_adj_volume,US_Stock_BP_adj_close,US_Stock_BP_adj_high,US_Stock_BP_adj_low,US_Stock_BP_adj_open,US_Stock_BP_adj_volume,US_Stock_CAT_adj_close,US_Stock_CAT_adj_high,US_Stock_CAT_adj_low,US_Stock_CAT_adj_open,US_Stock_CAT_adj_volume,US_Stock_COP_adj_close,US_Stock_COP_adj_high,US_Stock_COP_adj_low,US_Stock_COP_adj_open,US_Stock_COP_adj_volume,US_Stock_CVX_adj_close,US_Stock_CVX_adj_high,US_Stock_CVX_adj_low,US_Stock_CVX_adj_open,US_Stock_CVX_adj_volume,US_Stock_DE_adj_close,US_Stock_DE_adj_high,US_Stock_DE_adj_low,US_Stock_DE_adj_open,US_Stock_DE_adj_volume,US_Stock_DVN_adj_close,US_Stock_DVN_adj_high,US_Stock_DVN_adj_low,US_Stock_DVN_adj_open,US_Stock_DVN_adj_volume,US_Stock_HAL_adj_close,US_Stock_HAL_adj_high,US_Stock_HAL_adj_low,US_Stock_HAL_adj_open,US_Stock_HAL_adj_volume,US_Stock_KMI_adj_close,US_Stock_KMI_adj_high,US_Stock_KMI_adj_low,US_Stock_KMI_adj_open,US_Stock_KMI_adj_volume,US_Stock_MPC_adj_close,US_Stock_MPC_adj_high,US_Stock_MPC_adj_low,US_Stock_MPC_adj_open,US_Stock_MPC_adj_volume,US_Stock_XOM_adj_close,US_Stock_XOM_adj_high,US_Stock_XOM_adj_low,US_Stock_XOM_adj_open,US_Stock_XOM_adj_volume
1877,0.833945,2.055431,1.853112,1.141788,195.394487,2.258241,1.295135,0.07364,0.042395,43.3569,44.0029,43.0837,43.9631,4462067.0,33.8615,34.2354,33.7975,33.9303,7555693.0,337.6741,340.3562,335.0169,339.4456,1481115.0,101.9523,102.9637,101.3673,102.0316,4712025.0,164.6446,166.1957,163.8542,165.2374,6862691.0,478.0498,488.872,477.143,480.2322,1193256.0,36.88,37.49,36.69,37.29,5118726.0,25.34,25.79,25.265,25.63,9956780.0,27.9265,28.248,27.7687,28.1837,8885233.0,146.5199,148.8566,146.0028,148.2103,1579095.0,116.8141,117.9834,116.1879,117.0222,12740786.0
1878,0.840874,2.053863,1.861628,1.140244,193.976717,2.263595,1.29455,0.073642,0.041895,42.8104,43.4861,42.4775,43.2973,4460077.0,33.3202,33.6942,33.1923,33.6942,7085569.0,328.1102,336.6292,326.478,335.3851,1965493.0,101.5061,102.3886,100.7525,101.5755,3745397.0,164.0913,165.1188,163.3059,164.694,4923025.0,463.69,477.8754,461.1389,475.9272,1183591.0,36.76,36.99,36.46,36.79,4324352.0,25.07,25.56,24.925,25.35,6911090.0,28.065,28.1442,27.6792,27.7386,8357277.0,143.2882,146.7088,142.5623,146.1719,1689098.0,116.6556,117.3789,116.1651,117.0222,10233433.0
1879,0.837314,2.070461,1.859395,1.141994,193.698792,2.278853,1.292031,0.07363,0.042261,43.6749,43.7644,42.2688,42.4725,9272159.0,33.2513,33.4727,33.0398,33.1234,6051759.0,328.2196,330.3892,320.457,324.0696,2837768.0,104.1338,104.57,101.1492,101.3574,7906112.0,165.2769,166.8873,164.1308,164.1901,10675731.0,469.35,472.9043,458.38,460.76,1496676.0,37.4,37.65,36.54,36.56,7085019.0,25.37,25.51,24.8258,24.89,11031355.0,28.2233,28.3717,27.788,27.8078,13867916.0,144.8692,145.6747,141.6873,142.4529,2483365.0,117.8446,118.8107,116.715,116.715,21652345.0
1880,0.835382,2.054708,1.847002,1.141843,193.567746,2.261955,1.292265,0.073944,0.041864,44.5196,44.5395,43.2576,43.4961,6977585.0,33.271,33.2809,32.8331,33.0053,5682702.0,328.986,330.6168,322.338,325.443,1955410.0,104.5006,104.8179,103.1422,104.0247,6809745.0,166.4822,166.5711,164.1605,165.2769,6378587.0,478.45,479.5523,466.01,469.36,1253572.0,37.57,37.6,36.82,37.5,5573538.0,25.55,25.645,25.065,25.25,7745354.0,28.3222,28.347,27.7831,28.065,8692076.0,145.8039,146.1221,141.2398,144.9488,1898805.0,117.9536,118.1914,116.8538,118.132,12425434.0
1881,0.835741,2.082038,1.855181,1.144506,192.974983,2.27817,1.304674,0.073817,0.040428,44.6389,44.7134,43.7445,43.9134,7060878.0,33.271,33.3497,33.0693,33.3104,6099513.0,333.0564,334.7383,324.5374,324.5672,1747616.0,105.2046,105.3038,103.3603,103.519,6527497.0,164.4667,165.9586,163.8542,165.3855,7044869.0,470.9,474.49,464.78,473.44,1394743.0,37.92,37.96,37.04,37.04,5355517.0,25.7,25.74,25.01,25.18,6703414.0,28.6091,28.6289,28.0551,28.0749,8662502.0,147.0668,147.2905,143.4572,144.034,1654752.0,117.587,117.7555,116.5862,117.3096,12614605.0
1882,0.843776,2.069896,1.843245,1.12463,191.394654,2.262106,1.308798,0.073947,0.040741,40.6043,42.3384,40.1273,42.0452,11060505.0,30.8404,32.036,30.7666,31.6768,19511368.0,304.2948,323.1441,303.5385,318.1382,4638692.0,94.4462,100.584,94.3173,99.4833,13870885.0,154.2413,159.4083,153.9251,158.1932,15500988.0,447.45,463.69,446.6,456.55,2287976.0,33.16,35.91,33.04,35.41,16227442.0,22.39,24.18,22.35,24.11,20916683.0,27.422,28.342,27.333,27.5605,16703977.0,127.8656,139.8825,126.9706,139.2113,5076207.0,111.404,114.3964,111.2073,113.3262,21204636.0
1883,0.850629,2.132407,1.8332,1.108674,189.36264,2.302359,1.2884,0.072077,0.040585,35.1884,39.4317,35.0542,39.0441,20974611.0,27.9276,29.4037,27.8095,29.3053,23086487.0,286.6996,292.8812,280.1524,283.6343,7216842.0,85.5618,91.8681,84.8281,91.3228,15158357.0,141.5558,150.6253,141.0322,149.9288,20374716.0,429.86,438.79,420.04,426.46,3609711.0,29.31,32.29,29.06,32.0,23073652.0,19.98,21.77,19.585,21.35,21921264.0,25.0181,26.7988,24.8401,26.4328,29083901.0,120.3879,125.2902,115.3163,123.9577,5833219.0,103.3878,109.8186,102.8824,108.8624,30841318.0
1884,0.857147,2.122391,1.813153,1.095162,188.239728,2.299617,1.273585,0.071561,0.040115,35.4865,37.0467,33.3897,34.4033,16798510.0,26.7369,27.8791,26.0037,26.3728,20036669.0,278.718,292.9387,266.0191,274.6775,7824699.0,84.947,88.6654,81.0304,83.3011,12870244.0,138.4635,144.4308,135.6379,137.0606,17816954.0,423.35,441.04,412.3,417.13,3007808.0,28.61,30.16,27.14,28.04,19139780.0,19.99,20.83,18.72,19.28,19064658.0,25.0973,25.8986,23.6827,24.1179,23814418.0,120.9746,127.6866,114.4516,117.4247,4922844.0,102.0006,104.8345,97.5614,99.4738,35068450.0
1885,0.858473,2.147899,1.823105,1.081748,186.556826,2.319498,1.279017,0.071431,0.039552,34.781,36.838,34.0356,36.4107,13604621.0,25.6938,27.4651,25.3346,27.4552,13558213.0,272.6273,290.3818,266.9895,288.5009,4989008.0,81.9624,87.535,80.5842,86.4146,11509792.0,135.2822,142.7512,133.247,142.4153,12904424.0,412.99,435.59,406.08,433.46,1816635.0,26.8,29.68,26.41,29.42,17712965.0,19.26,20.95,18.89,20.67,19438667.0,24.939,26.2448,24.5482,25.9876,16547017.0,117.8821,125.4194,115.6647,123.381,4459670.0,99.8504,104.6363,98.1064,104.4926,27147750.0
1886,0.853917,2.089679,1.808963,1.097362,189.054353,2.274501,1.282511,0.072385,0.040145,38.5075,39.1335,33.8518,34.4133,17307250.0,27.4552,27.7364,24.8228,25.2903,18532425.0,299.5676,300.4102,267.8404,269.4626,6457333.0,90.7378,91.6897,79.2059,80.4255,17841878.0,144.2727,145.6954,132.2689,133.3952,16846839.0,452.59,455.67,404.42,407.72,2914695.0,31.07,31.54,25.89,26.05,21581331.0,22.07,22.55,18.75,18.86,20574104.0,25.9678,26.3536,24.1278,24.4246,26281170.0,130.6796,132.3502,114.7698,114.9786,5604411.0,104.8345,105.6073,97.2345,98.4631,30063287.0
1887,0.866339,2.087861,1.813506,1.066479,186.839317,2.260803,1.299435,0.071386,0.039464,36.4306,37.2554,35.6256,37.1113,12788220.0,25.8119,26.8746,25.497,26.8648,15252607.0,287.7744,296.8407,278.4592,295.2584,4116825.0,82.5871,87.9019,80.1181,87.7532,15621870.0,133.3557,141.9016,131.8441,141.4965,20991216.0,444.19,449.23,428.53,444.36,1956613.0,27.75,30.055,27.1301,29.81,16787235.0,20.27,21.21,19.795,21.18,16097939.0,25.5128,26.0618,24.8401,25.6216,17628520.0,120.8453,129.4665,117.9816,126.3541,3970634.0,99.018,102.8329,96.9075,102.7635,33999317.0
1888,0.868546,2.080656,1.814123,1.066467,187.697231,2.244552,1.3079,0.071676,0.039971,37.6926,37.8665,35.7846,36.6392,9066414.0,26.1661,26.3137,25.3789,25.7233,17251988.0,292.0438,293.9944,282.7784,287.5654,3197931.0,85.661,86.241,81.7641,82.597,9233806.0,133.9979,135.4719,130.4511,133.3853,17224405.0,459.13,463.38,441.5,444.25,1245120.0,28.23,28.43,26.76,27.8,12107677.0,21.07,21.2,20.06,20.39,13608672.0,26.1855,26.293,25.1467,25.6414,15769117.0,122.7346,123.0999,117.075,120.0598,2901225.0,102.1987,102.9815,97.8884,99.3847,22884628.0
1889,0.860754,2.084633,1.831251,1.075057,188.638922,2.245747,1.317366,0.071774,0.040265,37.5734,38.3087,37.1162,38.2938,6014601.0,26.481,26.973,26.1268,26.973,13782612.0,296.6915,301.0306,294.293,297.2388,2758813.0,85.7205,87.8749,84.8677,87.8523,6537159.0,133.6916,136.8679,132.4863,136.8136,9628152.0,467.67,472.78,461.465,464.33,1283610.0,28.73,29.24,28.09,29.24,10647575.0,21.25,21.59,20.97,21.59,10059592.0,26.5119,26.7543,26.3239,26.7098,11119645.0,124.1466,126.732,122.5954,126.2746,2709609.0,102.4465,104.1309,101.7831,104.0715,18019969.0
1890,0.853527,2.087676,1.846755,1.086042,189.478064,2.245384,1.323014,0.070968,0.0397,37.9212,38.2713,37.4939,37.5436,5100271.0,26.7762,27.3273,26.7418,26.8353,10145120.0,292.0239,300.2842,290.9889,295.4076,3611291.0,84.9966,86.9698,84.7487,85.8692,5739945.0,132.921,134.9858,132.6345,132.7036,9334825.0,461.26,467.13,460.65,464.68,1143636.0,28.53,29.48,28.355,28.55,12112631.0,21.25,21.6699,21.16,21.22,8528451.0,26.9274,27.3132,26.5861,26.6306,12974832.0,121.5414,125.0813,121.0044,123.3412,2416189.0,102.1591,104.4431,102.06,102.6892,13164863.0
1891,0.861155,2.077155,1.834243,1.077006,187.829034,2.22992,1.323355,0.071495,0.040112,37.8914,38.5721,37.5187,37.7522,6154382.0,27.2191,27.7357,27.0257,27.4159,10609041.0,288.7497,294.3138,286.2318,291.3074,3017437.0,85.6312,87.6143,85.2852,85.6511,6093265.0,133.7311,135.8948,133.1778,133.7706,8637220.0,452.42,461.585,448.68,458.03,1015573.0,29.3,29.86,28.61,28.62,10498287.0,21.43,21.885,21.19,21.38,10744780.0,26.6603,27.1648,26.5267,26.7988,11724158.0,123.371,127.1496,122.0286,122.9683,2897300.0,103.2392,104.6264,102.7487,103.0013,13607024.0
1892,0.857288,2.076515,1.836164,1.085769,188.880199,2.220712,1.32655,0.071983,0.040051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,0.857288,2.076515,1.836164,1.085769,188.880198,2.220712,1.32655,0.071983,0.040051,38.6665,39.2329,38.3982,38.5274,5548886.0,27.8685,28.2769,27.6717,27.7504,8926536.0,292.84,296.2685,290.5013,290.77,2717624.0,88.2291,89.7165,86.95,87.069,7804562.0,136.2109,138.5524,134.808,135.0451,8434434.0,452.07,458.87,451.525,455.31,1044874.0,30.31,30.81,29.685,29.685,10351241.0,22.53,22.68,21.77,21.88,18170420.0,26.8087,27.3775,26.4229,26.4822,22874119.0,127.0005,128.2037,124.8924,124.8924,2387715.0,105.9442,107.5594,103.5067,103.7346,17916471.0
1894,0.860482,2.083307,1.850926,1.082497,188.471868,2.229937,1.337795,0.072108,0.039932,37.5634,38.274,37.156,38.0802,6139079.0,27.6324,27.652,27.2092,27.5733,8373611.0,284.74,291.0,282.4563,289.33,2978308.0,86.8112,87.1185,85.6015,86.5236,6213528.0,132.1207,134.6499,130.7376,134.3832,9967487.0,441.56,451.86,435.95,450.42,969275.0,29.48,29.75,29.06,29.61,6515423.0,21.92,22.11,21.635,22.05,14165333.0,25.5128,26.7196,25.1517,26.5713,19053182.0,126.0061,126.3641,123.3014,124.5742,2425136.0,104.3886,104.666,103.1698,104.6462,16926493.0
1895,0.855231,2.08178,1.837979,1.096549,189.440623,2.226538,1.327228,0.072175,0.04046,38.1199,38.5174,36.997,37.6429,10034590.0,28.4098,28.7689,28.0309,28.1342,17311468.0,291.17,293.2336,287.0,287.5,2231223.0,89.0025,89.7065,87.0789,88.1399,5556799.0,135.6478,136.5715,133.3162,133.6323,7984676.0,454.66,458.25,446.25,446.25,751642.0,31.2,31.545,30.44,30.67,14185977.0,20.7,21.0,19.75,20.115,29370128.0,26.3141,26.4971,25.7403,25.9975,18212105.0,130.6498,131.4353,127.4877,128.671,1736236.0,107.3116,107.9458,105.1714,105.1714,13147049.0
1896,0.853941,2.083995,1.8404,1.100794,189.980315,2.228673,1.326409,0.071634,0.040372,35.6654,37.9212,35.4964,36.5697,13337748.0,28.1441,29.1084,27.8784,28.951,12702116.0,295.77,305.36,295.18,301.34,2458327.0,89.1711,90.8964,88.3283,90.009,7699684.0,135.0352,136.8827,133.5236,135.5588,10001966.0,456.44,471.96,454.37,462.95,1025538.0,31.08,32.32,30.7,31.74,9337967.0,20.61,21.58,20.26,21.03,22493847.0,26.3141,26.8334,26.1261,26.5614,19540380.0,133.5434,135.8503,131.2564,133.6031,2996333.0,106.3901,108.3025,105.4983,107.817,14235710.0
1897,0.853339,2.082026,1.846995,1.104459,190.401542,2.225702,1.33256,0.071985,0.039984,36.1523,36.2219,35.2778,36.0231,9679187.0,28.5377,28.5869,28.2474,28.3606,5672192.0,306.86,308.21,297.07,297.43,2874396.0,91.0253,91.4319,89.3744,89.9842,6520274.0,137.3965,137.7225,135.5648,136.2603,7745778.0,464.51,466.51,456.97,458.52,828436.0,31.47,31.655,30.95,31.49,6477039.0,21.21,21.335,20.64,20.82,14237374.0,26.5812,26.7394,26.2052,26.413,10988217.0,136.7652,137.4811,133.2799,134.5079,3061566.0,107.6386,107.8863,105.9839,106.9847,9849553.0
1898,0.856621,2.077391,1.848716,1.102804,191.288947,2.231647,1.3314,0.071961,0.04019,36.2219,36.2666,35.407,35.7151,7103075.0,28.7247,28.7296,28.3606,28.3901,5321072.0,306.45,307.99,303.91,305.1,2162570.0,90.946,91.2335,89.8454,89.885,4736947.0,137.0606,137.3767,135.5984,136.6654,6878491.0,459.3,465.9618,457.34,464.15,983363.0,31.35,31.52,31.015,31.09,5181495.0,20.85,21.095,20.565,20.82,11009077.0,26.5614,26.6059,26.3042,26.4328,9267333.0,136.6657,136.8944,135.025,135.6017,1681151.0,107.5792,107.7625,106.4397,107.1531,11245793.0
1899,0.849122,2.090049,1.858267,1.103409,191.028262,2.250066,1.343548,0.071957,0.040212,35.9834,36.4504,35.7051,36.2716,6833355.0,28.6656,28.9362,28.5525,28.5869,11226905.0,307.06,311.43,303.8501,306.45,2189801.0,92.1458,92.5523,90.8468,90.8468,4667605.0,138.4141,138.7697,137.0112,137.2977,6715539.0,460.2,465.175,457.08,459.3,755088.0,31.55,31.8,31.255,31.36,5045792.0,20.65,21.04,20.475,20.78,9449821.0,26.779,26.8483,26.2745,26.5416,11939338.0,136.8049,137.6004,135.2239,136.6757,1868397.0,107.6386,108.2527,106.6973,107.7575,13890869.0
1900,0.849254,2.100319,1.854356,1.104345,190.833973,2.259206,1.34103,0.071881,0.040247,35.6952,35.9337,35.2629,35.8045,7427987.0,27.6225,28.1342,27.4257,27.6619,16423332.0,307.4,308.67,302.91,305.0,2651012.0,91.1046,91.8285,89.6305,90.2321,4828811.0,137.6237,138.3252,136.9025,137.021,7343820.0,460.64,462.895,452.41,457.42,799645.0,31.3,31.44,30.79,31.0,4949478.0,20.51,20.645,20.185,20.5,11024643.0,26.9175,27.0313,26.5515,26.5812,10926980.0,137.5308,137.8788,135.1145,135.5222,1747586.0,107.3711,107.8367,106.54,106.7568,9483135.0
1901,0.849956,2.077661,1.837397,1.100543,190.544476,2.243921,1.332321,0.072139,0.040392,35.1784,35.3076,34.3437,35.2083,10530942.0,27.0222,27.6914,26.7713,27.6914,13189777.0,309.27,316.05,302.175,315.21,5124833.0,88.3679,89.9842,87.3268,89.9643,8415290.0,134.4227,136.4875,132.5258,136.3393,13858040.0,463.56,465.29,452.0,460.45,1326139.0,30.41,30.99,29.945,30.76,7573400.0,19.82,20.16,19.59,20.09,15072415.0,26.3,26.67,25.9543,26.52,15398226.0,136.6359,137.2226,132.2507,134.8858,2549276.0,104.666,106.4347,103.1995,106.4347,20379282.0
1902,0.850247,2.080346,1.839729,1.10147,193.244255,2.247002,1.328569,0.072114,0.040564,35.9635,36.4008,34.8803,34.8903,8903649.0,27.4355,27.5832,26.8599,27.0321,10188655.0,313.96,318.89,311.0167,311.375,2961232.0,89.885,90.6089,87.5053,87.6838,8027689.0,134.6203,136.2899,133.494,133.7904,10199849.0,480.02,485.47,464.245,465.0,1855489.0,31.16,31.77,30.27,30.32,8236050.0,19.93,20.35,19.69,19.84,20489404.0,26.3,26.875,26.02,26.09,13555137.0,136.9441,140.5935,136.0293,137.5109,2053477.0,104.8146,105.9442,104.0219,104.1359,18610256.0
1903,0.85139,2.059263,1.834666,1.097233,192.448447,2.232801,1.3274,0.072336,0.040971,36.8678,36.9175,35.9536,36.5101,7294623.0,27.6717,27.7258,27.0714,27.5143,10605494.0,323.68,324.67,318.48,318.48,3765238.0,90.6386,91.6599,88.943,90.9857,6895606.0,136.8333,138.0979,133.662,136.2158,12393235.0,481.67,492.31,480.68,487.13,1108818.0,31.44,31.86,30.98,31.66,6604307.0,20.6,20.65,19.865,20.25,11330225.0,26.83,26.885,26.445,26.63,10497860.0,140.7526,141.3691,136.5265,139.0621,1944833.0,105.2407,108.0053,103.5959,106.7369,16581870.0
1904,0.849271,2.052671,1.839026,1.10282,191.030761,2.220551,1.335497,0.072921,0.041126,36.4,36.9,36.22,36.8,9078297.0,27.9473,28.3606,27.8833,28.0949,18875449.0,320.89,324.1,319.85,321.55,1724184.0,86.8905,88.8092,86.8409,87.773,8902397.0,133.9682,135.6576,133.415,134.7092,9916241.0,475.3,481.77,475.01,478.05,887768.0,30.59,31.24,30.52,30.93,9491053.0,19.44,20.115,19.36,20.0,16541736.0,27.21,27.38,26.73,26.85,19004712.0,143.7357,145.5255,141.1105,143.9047,3304165.0,103.7544,105.0128,102.5356,102.9419,16303449.0
1905,0.850568,2.066833,1.838959,1.095278,191.21129,2.237982,1.329213,0.072618,0.041188,36.31,36.79,36.15,36.61,7172253.0,27.6816,27.8685,27.5438,27.839,10024633.0,320.29,322.8,318.11,322.74,1555975.0,86.9698,87.5747,86.1468,87.4557,9202605.0,134.1559,134.6598,133.0,134.4326,8423485.0,472.4,477.405,469.26,475.09,1011256.0,30.29,30.815,29.7,30.41,13901202.0,19.36,19.63,19.22,19.55,19333633.0,27.62,27.77,27.23,27.28,13833704.0,143.8749,145.2173,141.9259,144.3721,3135366.0,103.6553,104.3291,103.1202,104.0319,12335924.0
