Series,Date,Actual,Naive,ARIMA,SARIMA
LME_CA_Close,1926,9693.0,9739.5,9784.104861647344,9862.593466158996
LME_CA_Close,1927,9793.0,9693.0,9787.589556168641,9862.29816747814
LME_CA_Close,1928,9756.5,9793.0,9784.176754619777,9859.755231338362
LME_CA_Close,1929,9648.0,9756.5,9787.519146425067,9863.029687646615
LME_CA_Close,1930,9702.0,9648.0,9784.245711735086,9867.200291649177
LME_CA_Close,1931,9645.0,9702.0,9787.451611968747,9869.88632965314
LME_CA_Close,1932,9703.0,9645.0,9784.31185288339,9869.591030972284
LME_CA_Close,1933,9669.0,9703.0,9787.386835383026,9867.048094832506
LME_CA_Close,1934,9655.5,9669.0,9784.375293058916,9870.322551140758
LME_CA_Close,1935,9615.0,9655.5,9787.324704046128,9874.49315514332
LME_CA_Close,1936,9633.5,9615.0,9784.436142559929,9877.179193147284
LME_CA_Close,1937,9667.5,9633.5,9787.265109935357,9876.883894466428
LME_CA_Close,1938,9669.0,9667.5,9784.4945071805,9874.34095832665
LME_CA_Close,1939,9712.5,9669.0,9787.20794943929,9877.615414634902
LME_CA_Close,1940,9899.5,9712.5,9784.55048839444,9881.786018637464
LME_CA_Close,1941,9878.0,9899.5,9787.153123177626,9884.472056641427
LME_CA_Close,1942,9869.0,9878.0,9784.604183531726,9884.176757960571
LME_CA_Close,1943,9934.0,9869.0,9787.10053582841,9881.633821820793
LME_CA_Close,1944,10013.0,9934.0,9784.65568594772,9884.908278129045
LME_CA_Close,1945,9954.5,10013.0,9787.050095962302,9889.078882131607
LME_CA_Close,1946,9864.5,9954.5,9784.70508518548,9891.76492013557
LME_CA_Close,1947,9829.5,9864.5,9787.001715883616,9891.469621454715
LME_CA_Close,1948,9790.5,9829.5,9784.752467131433,9888.926685314937
LME_CA_Close,1949,9630.5,9790.5,9786.955311477848,9892.201141623189
LME_CA_Close,1950,9700.5,9630.5,9784.79791416471,9896.371745625751
LME_CA_Close,1951,9660.5,9700.5,9786.91080206544,9899.057783629714
LME_CA_Close,1952,9619.0,9660.5,9784.841505300368,9898.762484948858
LME_CA_Close,1953,9645.5,9619.0,9786.868110261501,9896.21954880908
LME_CA_Close,1954,9635.0,9645.5,9784.883316326763,9899.494005117333
LME_CA_Close,1955,9666.5,9635.0,9786.82716184127,9903.664609119895
LME_CA_Close,1956,9778.5,9666.5,9784.92341993732,9906.350647123858
LME_CA_Close,1957,9860.0,9778.5,9786.787885611062,9906.055348443002
LME_CA_Close,1958,9919.5,9860.0,9784.961885856921,9903.512412303224
LME_CA_Close,1959,9930.5,9919.5,9786.750213284497,9906.786868611476
LME_CA_Close,1960,9877.0,9930.5,9784.998780963126,9910.957472614038
LME_ZS_Close,1868,2958.0,2972.5,2972.753451306305,2969.436733035578
LME_ZS_Close,1869,2963.0,2958.0,2972.7590371814936,2969.425882091063
LME_ZS_Close,1870,2924.5,2963.0,2972.75916028996,2968.0134965917323
LME_ZS_Close,1871,2918.5,2924.5,2972.7591630031775,2970.084063610772
LME_ZS_Close,1872,2928.0,2918.5,2972.759163062975,2971.242222960851
LME_ZS_Close,1873,2946.0,2928.0,2972.759163064293,2968.651548202493
LME_ZS_Close,1874,2972.0,2946.0,2972.759163064322,2968.333273802269
LME_ZS_Close,1875,2956.0,2972.0,2972.7591630643224,2967.120868708682
LME_ZS_Close,1876,2899.5,2956.0,2972.7591630643224,2969.0613475319815
LME_ZS_Close,1877,2857.0,2899.5,2972.7591630643224,2970.304129866038
LME_ZS_Close,1878,2852.5,2857.0,2972.7591630643224,2967.6584074580724
LME_ZS_Close,1879,2821.82,2852.5,2972.7591630643224,2967.375941813164
LME_ZS_Close,1880,2780.5,2821.82,2972.7591630643224,2966.1402429556033
LME_ZS_Close,1881,2713.5,2780.5,2972.7591630643224,2968.095874482069
LME_ZS_Close,1882,2657.0,2713.5,2972.7591630643224,2969.3287999113545
LME_ZS_Close,1883,2614.5,2657.0,2972.7591630643224,2966.6894894663637
LME_ZS_Close,1884,2563.0,2614.5,2972.7591630643224,2966.4028528093436
LME_ZS_Close,1885,2557.9,2563.0,2972.7591630643224,2965.169867214805
LME_ZS_Close,1886,2641.0,2557.9,2972.7591630643224,2967.123733750897
LME_ZS_Close,1887,2651.5,2641.0,2972.7591630643224,2968.357807314733
LME_ZS_Close,1888,2636.0,2651.5,2972.7591630643224,2965.717750002809
LME_ZS_Close,1889,2615.0,2636.0,2972.7591630643224,2965.431599186246
LME_ZS_Close,1890,2582.0,2615.0,2972.7591630643224,2964.198297550202
LME_ZS_Close,1891,2577.0,2582.0,2972.7591630643224,2966.1523696727813
LME_ZS_Close,1894,2596.0,2577.0,2972.7591630643224,2967.386309501639
LME_ZS_Close,1895,2639.5,2596.0,2972.7591630643224,2964.746339184949
LME_ZS_Close,1896,2687.5,2639.5,2972.7591630643224,2964.4601317775764
LME_ZS_Close,1897,2646.5,2687.5,2972.7591630643224,2963.2268669541204
LME_ZS_Close,1898,2633.5,2646.5,2972.7591630643224,2965.180915129938
LME_ZS_Close,1899,2649.5,2633.5,2972.7591630643224,2966.414870536277
LME_ZS_Close,1900,2592.5,2649.5,2972.7591630643224,2963.774890086362
LME_ZS_Close,1901,2577.5,2592.5,2972.7591630643224,2963.4886892707004
LME_ZS_Close,1902,2607.5,2577.5,2972.7591630643224,2962.2554201593057
LME_ZS_Close,1903,2632.5,2607.5,2972.7591630643224,2964.2094711244476
LME_ZS_Close,1904,2616.5,2632.5,2972.7591630643224,2965.4434247163176
LME_ZS_Close,1905,2619.0,2616.5,2972.7591630643224,2962.803445446723
LME_ZS_Close,1906,2653.5,2619.0,2972.7591630643224,2962.5172438632567
LME_ZS_Close,1907,2680.0,2653.5,2972.7591630643224,2961.283975251322
LME_ZS_Close,1908,2705.0,2680.0,2972.7591630643224,2963.2380258915628
LME_ZS_Close,1909,2765.0,2705.0,2972.7591630643224,2964.4719796947825
LME_ZS_Close,1910,2724.5,2765.0,2972.7591630643224,2961.832000287704
LME_ZS_Close,1911,2691.5,2724.5,2972.7591630643224,2961.5457987936716
LME_ZS_Close,1912,2676.5,2691.5,2972.7591630643224,2960.3125301235596
LME_ZS_Close,1913,2710.5,2676.5,2972.7591630643224,2962.266580801645
LME_ZS_Close,1914,2693.0,2710.5,2972.7591630643224,2963.5005345802465
LME_ZS_Close,1915,2697.5,2693.0,2972.7591630643224,2960.8605551891824
LME_ZS_Close,1916,2701.5,2697.5,2972.7591630643224,2960.574353684733
LME_ZS_Close,1918,2705.5,2701.5,2972.7591630643224,2959.3410850213977
LME_ZS_Close,1919,2687.0,2705.5,2972.7591630643224,2961.295135695075
LME_ZS_Close,1920,2675.5,2687.0,2972.7591630643224,2962.529089476544
LME_ZS_Close,1921,2620.0,2675.5,2972.7591630643224,2959.889110083614
LME_ZS_Close,1922,2698.0,2620.0,2972.7591630643224,2959.602908580378
LME_ZS_Close,1923,2706.5,2698.0,2972.7591630643224,2958.369639916253
LME_ZS_Close,1924,2701.5,2706.5,2972.7591630643224,2960.3236905904437
LME_ZS_Close,1925,2686.0,2701.5,2972.7591630643224,2961.557644371579
LME_ZS_Close,1926,2666.0,2686.0,2972.7591630643224,2958.9176649788665
LME_ZS_Close,1927,2649.5,2666.0,2972.7591630643224,2958.631463475489
LME_ZS_Close,1928,2657.5,2649.5,2972.7591630643224,2957.398194811456
LME_ZS_Close,1929,2653.5,2657.5,2972.7591630643224,2959.3522454855865
LME_ZS_Close,1930,2642.5,2653.5,2972.7591630643224,2960.586199266761
LME_ZS_Close,1931,2623.0,2642.5,2972.7591630643224,2957.946219874023
LME_ZS_Close,1932,2658.0,2623.0,2972.7591630643224,2957.6600183706623
LME_ZS_Close,1933,2638.5,2658.0,2972.7591630643224,2956.426749706619
LME_ZS_Close,1934,2636.5,2638.5,2972.7591630643224,2958.3808003807567
LME_ZS_Close,1935,2640.5,2636.5,2972.7591630643224,2959.614754161926
LME_ZS_Close,1936,2630.5,2640.5,2972.7591630643224,2956.9747747691913
LME_ZS_Close,1937,2687.0,2630.5,2972.7591630643224,2956.688573265829
LME_ZS_Close,1938,2681.5,2687.0,2972.7591630643224,2955.455304601787
LME_ZS_Close,1939,2704.5,2681.5,2972.7591630643224,2957.4093552759236
LME_ZS_Close,1940,2768.0,2704.5,2972.7591630643224,2958.6433090570936
LME_ZS_Close,1941,2779.0,2768.0,2972.7591630643224,2956.0033296643583
LME_ZS_Close,1942,2751.5,2779.0,2972.7591630643224,2955.717128160996
LME_ZS_Close,1943,2714.0,2751.5,2972.7591630643224,2954.4838594969538
LME_ZS_Close,1944,2757.5,2714.0,2972.7591630643224,2956.4379101710906
LME_ZS_Close,1945,2750.5,2757.5,2972.7591630643224,2957.6718639522605
LME_ZS_Close,1946,2724.0,2750.5,2972.7591630643224,2955.031884559525
LME_ZS_Close,1947,2684.5,2724.0,2972.7591630643224,2954.7456830561628
LME_ZS_Close,1948,2720.5,2684.5,2972.7591630643224,2953.5124143921203
LME_ZS_Close,1949,2742.5,2720.5,2972.7591630643224,2955.466465066257
LME_ZS_Close,1950,2777.0,2742.5,2972.7591630643224,2956.700418847427
LME_ZS_Close,1951,2738.5,2777.0,2972.7591630643224,2954.0604394546917
LME_ZS_Close,1952,2730.0,2738.5,2972.7591630643224,2953.7742379513293
LME_ZS_Close,1953,2697.0,2730.0,2972.7591630643224,2952.5409692872868
LME_ZS_Close,1954,2711.0,2697.0,2972.7591630643224,2954.4950199614236
LME_ZS_Close,1955,2737.0,2711.0,2972.7591630643224,2955.7289737425936
LME_ZS_Close,1956,2818.5,2737.0,2972.7591630643224,2953.0889943498582
LME_ZS_Close,1957,2838.5,2818.5,2972.7591630643224,2952.802792846496
LME_ZS_Close,1958,2860.0,2838.5,2972.7591630643224,2951.5695241824533
LME_ZS_Close,1959,2862.0,2860.0,2972.7591630643224,2953.52357485659
LME_ZS_Close,1960,2843.5,2862.0,2972.7591630643224,2954.75752863776
LME_PB_Close,1868,2082.5,2068.5,2067.283580275325,2068.8421753068533
LME_PB_Close,1869,2094.5,2082.5,2066.125544791054,2067.1369873249414
LME_PB_Close,1870,2086.0,2094.5,2065.0230912911406,2068.8016832861517
LME_PB_Close,1871,2056.5,2086.0,2063.9735520188306,2067.9234422750314
LME_PB_Close,1872,2016.5,2056.5,2062.9743872611266,2068.5757995481345
LME_PB_Close,1873,2036.5,2016.5,2062.0231792030986,2067.357252114081
LME_PB_Close,1874,2083.75,2036.5,2061.1176260771695,2066.9866689536943
LME_PB_Close,1875,2091.3,2083.75,2060.2555365932135,2067.510117989392
LME_PB_Close,1876,2041.0,2091.3,2059.434824635994,2067.6077797503776
LME_PB_Close,1877,2025.5,2041.0,2058.6535042171067,2067.42562330054
LME_PB_Close,1878,2012.0,2025.5,2057.9096846692123,2066.920685022727
LME_PB_Close,1879,1991.22,2012.0,2057.201566070933,2065.9398805875157
LME_PB_Close,1880,1969.5,1991.22,2056.527434891336,2066.985141879953
LME_PB_Close,1881,1955.5,1969.5,2055.885659843471,2066.6365916805935
LME_PB_Close,1882,1906.0,1955.5,2055.2746879369224,2066.835999885445
LME_PB_Close,1883,1870.0,1906.0,2054.693040719828,2066.0047781400285
LME_PB_Close,1884,1869.5,1870.0,2054.1393107012664,2065.3029851381966
LME_PB_Close,1885,1841.51,1869.5,2053.6121579453607,2066.1096582467826
LME_PB_Close,1886,1892.0,1841.51,2053.1103068288526,2065.965129512723
LME_PB_Close,1887,1914.0,1892.0,2052.6325429543044,2065.99007493559
LME_PB_Close,1888,1916.5,1914.0,2052.177710211455,2065.3080397586205
LME_PB_Close,1889,1914.5,1916.5,2051.744707979624,2064.4786743774434
LME_PB_Close,1890,1908.0,1914.5,2051.3324884643876,2065.3944371456496
LME_PB_Close,1891,1922.0,1908.0,2050.9400541620907,2065.156623690421
LME_PB_Close,1894,1923.5,1922.0,2050.5664554460504,2065.2613387196275
LME_PB_Close,1895,1946.0,1923.5,2050.210788268614,2064.5110909777723
LME_PB_Close,1896,1959.5,1946.0,2049.8721919735135,2063.740055507218
LME_PB_Close,1897,1944.5,1959.5,2049.549847213218,2064.6059392175266
LME_PB_Close,1898,1967.0,1944.5,2049.2429739662466,2064.4107783292266
LME_PB_Close,1899,1977.0,1967.0,2048.950829649644,2064.47902030657
LME_PB_Close,1900,1957.5,1977.0,2048.6727073220536,2063.759961391274
LME_PB_Close,1901,1951.5,1957.5,2048.407933973032,2062.9622557395196
LME_PB_Close,1902,1934.5,1951.5,2048.155868894477,2063.8509456481925
LME_PB_Close,1903,1923.0,1934.5,2047.9159021302166,2063.6362827295193
LME_PB_Close,1904,1957.5,1923.0,2047.6874530000173,2063.7212012779687
LME_PB_Close,1905,1944.5,1957.5,2047.4699686944316,2062.9878818975553
LME_PB_Close,1906,1981.5,1944.5,2047.2629229370903,2062.202370650998
LME_PB_Close,1907,1977.5,1981.5,2047.0658147111994,2063.0806328830918
LME_PB_Close,1908,1989.0,1977.5,2046.8781670471628,2062.874886876484
LME_PB_Close,1909,1996.5,1989.0,2046.6995258683928,2062.9521803974235
LME_PB_Close,1910,2004.5,1996.5,2046.5294588925199,2062.225381328538
LME_PB_Close,1911,2000.0,2004.5,2046.3675545853398,2061.4342944348937
LME_PB_Close,1912,1961.5,2000.0,2046.2134211649688,2062.317324512864
LME_PB_Close,1913,1980.5,1961.5,2046.0666856537953,2062.1075014271387
LME_PB_Close,1914,1974.0,1980.5,2045.9269929759353,2062.188281338905
LME_PB_Close,1915,1970.0,1974.0,2045.7940050980067,2061.4585009884086
LME_PB_Close,1916,1991.0,1970.0,2045.6674002111447,2060.669963447516
LME_PB_Close,1918,1985.5,1991.0,2045.5468719522762,2061.5508135236296
LME_PB_Close,1919,1982.5,1985.5,2045.432128662772,2061.342854600521
LME_PB_Close,1920,1963.0,1982.5,2045.32289268268,2061.4220404300386
LME_PB_Close,1921,1958.0,1963.0,2045.2188996788348,2060.6936232107373
LME_PB_Close,1922,1981.0,1958.0,2045.1198980052134,2059.9039200294537
LME_PB_Close,1923,1985.0,1981.0,2045.0256480939943,2060.7857668676734
LME_PB_Close,1924,1990.5,1985.0,2044.9359218758418,2060.576955593614
LME_PB_Close,1925,1978.0,1990.5,2044.850502228016,2060.6568702852533
LME_PB_Close,1926,1978.5,1978.0,2044.7691824489714,2059.9278298015647
LME_PB_Close,1927,1986.5,1978.5,2044.6917657581723,2059.1386595859603
LME_PB_Close,1928,1981.5,1986.5,2044.6180648199177,2060.0200506747074
LME_PB_Close,1929,1987.5,1981.5,2044.5479012900178,2059.8116291210176
LME_PB_Close,1930,1996.5,1987.5,2044.4811053842316,2059.8912105550767
LME_PB_Close,1931,1990.5,1996.5,2044.4175154674165,2059.1624550465226
LME_PB_Close,1932,2007.5,1990.5,2044.3569776623974,2058.3730411430556
LME_PB_Close,1933,1976.0,2007.5,2044.2993454776094,2059.2546406141037
LME_PB_Close,1934,1993.0,1976.0,2044.2444794526127,2059.046040868595
LME_PB_Close,1935,1992.0,1993.0,2044.1922468206205,2059.1257746779957
LME_PB_Close,1936,1992.0,1992.0,2044.1425211872254,2058.39688887028
LME_PB_Close,1937,2003.0,1992.0,2044.0951822245454,2057.6075863881983
LME_PB_Close,1938,2019.0,2003.0,2044.0501153800508,2058.489090580621
LME_PB_Close,1939,2032.0,2019.0,2044.0072115993655,2058.280572309746
LME_PB_Close,1940,2038.5,2032.0,2043.966367062373,2058.360236448579
LME_PB_Close,1941,2044.0,2038.5,2043.9274829319888,2057.6314102175406
LME_PB_Close,1942,2045.0,2044.0,2043.8904651149917,2056.8420567902663
LME_PB_Close,1943,2038.0,2045.0,2043.8552240343322,2057.723604546929
LME_PB_Close,1944,2059.5,2038.0,2043.821674412372,2057.5150490234123
LME_PB_Close,1945,2064.0,2059.5,2043.7897350645253,2057.5947450177146
LME_PB_Close,1946,2058.5,2064.0,2043.7593287028062,2056.8658915464357
LME_PB_Close,1947,2036.5,2058.5,2043.7303817488032,2056.076561412829
LME_PB_Close,1948,2056.5,2036.5,2043.702824155633,2056.958089250617
LME_PB_Close,1949,2056.0,2056.5,2043.676589238437,2056.7495507601234
LME_PB_Close,1950,2044.0,2056.0,2043.6516135130162,2056.8292321891518
LME_PB_Close,1951,2021.5,2044.0,2043.6278365422093,2056.1003911729263
LME_PB_Close,1952,2003.0,2021.5,2043.6052007896442,2055.3110503887574
LME_PB_Close,1953,1996.0,2003.0,2043.5836514805103,2056.192587334051
LME_PB_Close,1954,1976.5,1996.0,2043.563136469012,2055.98404105555
LME_PB_Close,1955,1973.0,1976.5,2043.5436061121843,2056.0637291442576
LME_PB_Close,1956,2010.0,1973.0,2043.5250131497648,2055.334882433209
LME_PB_Close,1957,2014.5,2010.0,2043.5073125898325,2054.5455465187956
LME_PB_Close,1958,2011.0,2014.5,2043.490461599934,2055.427079299865
LME_PB_Close,1959,2032.0,2011.0,2043.4744194034356,2055.218536582274
LME_PB_Close,1960,2022.5,2032.0,2043.4591471808517,2055.298221625977
